id,issue_id,project_name,startDate,endDate,count_before,count_halfyear,count_contributers_before,count_contributers_halfyear,count_before_nobot,count_halfyear_nobot
353,1345626221,doctrine/dbal,2022-08-21T23:29:55Z,2022-09-24T17:13:30Z,3363,47,294,12,3193,47
355,1352488799,fabricjs/fabric.js,2022-08-26T16:36:42Z,2022-08-28T07:19:01Z,3784,,113,,3515,
356,1353459869,composer/composer,2022-08-28T20:24:22Z,2022-08-30T04:47:33Z,8137,3,626,3,7889,3
357,1361207935,Pradumnasaraf/open-source-with-pradumna,2022-09-04T17:28:18Z,2022-10-02T13:57:16Z,26,26,2,2,26,26
358,1367665070,doctrine/orm,2022-09-09T11:02:55Z,2023-01-26T07:53:57Z,5984,58,452,8,5748,58
359,1369100843,netbox-community/netbox,2022-09-11T23:44:26Z,2022-10-27T17:33:54Z,8918,738,118,31,8686,737
360,1388421768,CastagnaIT/plugin.video.netflix,2022-09-27T21:49:20Z,2022-09-28T07:40:26Z,1634,16,33,2,1533,16
361,1391469768,truecharts/charts,2022-09-29T20:37:43Z,2022-12-16T21:02:36Z,2796,846,4,3,166,
362,1393703235,CastagnaIT/plugin.video.netflix,2022-10-02T09:38:58Z,2022-10-02T10:48:38Z,1635,17,33,2,1534,17
363,1396213107,anuraghazra/github-readme-stats,2022-10-04T12:42:18Z,2022-10-05T18:38:35Z,123,4,10,1,122,4
364,1396696603,CastagnaIT/plugin.video.netflix,2022-10-04T18:42:35Z,2022-10-05T07:56:52Z,1638,20,33,2,1537,20
365,1400909737,freeCodeCamp/freeCodeCamp,2022-10-07T09:47:10Z,2022-10-07T15:46:14Z,21610,295,575,2,18729,2
366,1402211429,Pryaxis/TShock,2022-10-09T09:19:11Z,2022-10-09T09:19:11Z,3472,63,78,8,3323,63
367,1402253291,Pryaxis/TShock,2022-10-09T12:03:12Z,2022-10-09T12:03:12Z,3472,63,78,8,3323,63
368,1406636959,freeCodeCamp/freeCodeCamp,2022-10-12T18:34:57Z,2022-10-13T05:32:03Z,21622,292,575,2,18729,2
369,1410698334,microsoft/vscode,2022-10-17T00:44:22Z,2022-10-20T07:17:18Z,72370,308,890,56,70931,307
370,1412007705,openscad/openscad,2022-10-17T18:13:57Z,2022-10-18T13:16:54Z,8786,89,142,15,8699,89
371,1414333398,PrismLauncher/Translations,2022-10-19T05:49:11Z,2022-10-19T06:26:09Z,209,176,1,1,0,
374,1418577350,doctrine/dbal,2022-10-21T16:21:12Z,2022-11-07T10:41:31Z,3388,58,295,11,3218,58
375,1418948680,Warzone2100/warzone2100,2022-10-21T23:10:25Z,2022-10-22T21:39:11Z,12262,479,39,3,12217,479
377,1428767280,Monika-After-Story/MonikaModDev,2022-10-30T12:30:18Z,2022-11-03T02:06:15Z,6252,403,43,7,6221,403
378,1442544013,flutter/flutter,2022-11-09T18:16:27Z,2022-11-09T20:28:22Z,35334,3288,153,1,9691,
379,1444401730,sumneko/lua-language-server,2022-11-10T18:49:38Z,2022-11-13T01:35:12Z,6510,750,39,21,6509,750
380,1449702890,truecharts/charts,2022-11-15T12:26:16Z,2022-11-24T17:17:43Z,3033,854,4,2,177,11
381,1458781974,rust-lang/rust,2022-11-22T00:12:17Z,2022-11-22T01:44:00Z,170492,12021,3760,551,164255,11939
382,1461489700,laravel/framework,2022-11-23T10:36:33Z,2022-11-23T11:34:07Z,27725,220,1413,15,26943,220
383,1464916364,AdguardTeam/AdguardFilters,2022-11-25T20:41:20Z,2022-11-28T16:04:11Z,119703,13334,21,11,119614,13334
384,1465034831,Warzone2100/warzone2100,2022-11-26T03:40:53Z,2022-11-30T20:58:23Z,12404,529,39,3,12359,529
385,1473837925,mate-desktop/caja,2022-12-03T08:06:27Z,2022-12-13T00:47:19Z,930,19,41,3,927,19
386,1476730615,fastify/fastify,2022-12-05T14:45:28Z,2022-12-05T14:46:32Z,1862,8,42,2,1607,8
387,1498285225,JuliaPlots/Plots.jl,2022-12-15T11:46:58Z,2022-12-15T12:33:21Z,3915,42,130,5,3291,13
388,1500084349,zammad/zammad,2022-12-16T11:53:58Z,2022-12-22T13:03:38Z,12175,900,35,11,12104,900
389,1524714133,EasyNetQ/EasyNetQ,2023-01-08T22:47:07Z,2023-01-10T21:22:40Z,1545,38,81,1,1515,38
390,1530248637,rubygems/rubygems,2023-01-12T07:40:35Z,2023-02-02T07:26:42Z,19583,184,728,26,17827,182
391,1616936787,ohmyzsh/ohmyzsh,2023-03-09T10:46:27Z,2023-03-12T14:43:03Z,5322,29,784,2,5284,29
392,1636711509,tinymce/tinymce,2023-03-23T01:33:31Z,2023-03-23T23:54:37Z,18595,11,160,3,18585,11
393,1656348603,doctrine/orm,2023-04-05T21:58:38Z,2023-04-05T22:11:42Z,6051,58,455,8,5815,58
394,1656534314,mitmproxy/mitmproxy,2023-04-06T01:34:13Z,2023-07-15T17:08:40Z,8983,88,232,2,8270,88
395,1659625133,doctrine/DoctrineFixturesBundle,2023-04-08T19:40:42Z,2023-04-11T07:28:54Z,146,3,45,1,126,3
396,1665591134,doctrine/orm,2023-04-13T02:47:52Z,2023-04-13T07:21:42Z,6052,58,456,8,5816,58
397,1687989535,php/php-src,2023-04-28T06:40:01Z,2023-05-06T22:28:14Z,90457,819,298,19,90445,819
398,1843328693,doctrine/orm,2023-08-09T14:07:34Z,2023-08-10T09:47:53Z,6077,34,461,13,5841,34
399,1863541325,doctrine/migrations,2023-08-23T15:15:13Z,2023-08-23T20:14:36Z,948,1,117,1,929,1
400,1897778633,FreeRADIUS/freeradius-server,2023-09-15T06:17:07Z,2023-09-15T12:09:41Z,15205,111,71,2,15045,111
401,1906791437,mozilla/pdf.js,2023-09-21T11:50:35Z,2023-09-21T11:53:55Z,13375,463,300,15,12767,463
402,1943190932,php/php-src,2023-10-14T11:06:24Z,2023-10-16T21:29:03Z,91211,776,298,15,91199,776
403,1958701035,composer/packagist,2023-10-24T07:49:48Z,2023-10-26T12:04:55Z,1652,,98,,1628,
404,1959812102,factor/factor,2023-10-24T18:13:21Z,2023-10-24T18:26:25Z,23637,640,63,6,23637,640
372,2040759060,revanced/revanced-patches,,,0,,0,,0,
376,2044991706,revanced/revanced-patches,,,0,,0,,0,
373,2044991710,revanced/revanced-patches,,,0,,0,,0,
354,2044991734,revanced/revanced-patches,,,0,,0,,0,
338,2044991737,revanced/revanced-patches,,,0,,0,,0,
327,2044991743,revanced/revanced-patches,,,0,,0,,0,
