id,issue_id,project_name,startDate,endDate,count_before,count_halfyear
267,1100433367,nexe/nexe,2022-01-12T14:51:37Z,2022-01-18T18:44:10Z,435,6
268,1102918184,spring-projects/spring-framework,2022-01-14T04:14:59Z,2022-01-14T10:33:19Z,21901,801
269,1104666990,ipython/ipython,2022-01-15T10:18:18Z,2022-01-17T12:05:15Z,22685,397
270,1107247166,WordPress/WordPress-Coding-Standards,2022-01-18T18:46:56Z,2022-04-06T09:04:04Z,2332,6
271,1107373635,nvim-treesitter/nvim-treesitter,2022-01-18T21:21:04Z,2023-10-21T18:44:49Z,1912,511
272,1110181012,doctrine/orm,2022-01-21T08:17:59Z,2022-01-21T09:17:22Z,5898,71
273,1118392130,MinecraftForge/MinecraftForge,2022-01-30T03:09:04Z,2022-02-04T00:25:58Z,7003,27
274,1127749209,microsoft/winget-pkgs,2022-02-08T20:55:49Z,2022-02-08T20:55:49Z,12,4
275,1128211306,whatwg/html,2022-02-09T08:34:31Z,2022-02-10T10:29:31Z,10924,26
276,1134552993,GTNewHorizons/GT-New-Horizons-Modpack,2022-02-12T20:20:30Z,2022-02-24T11:58:26Z,5662,233
277,1136028189,truecharts/charts,2022-02-13T15:40:29Z,2022-08-29T12:18:33Z,1720,850
278,1137539452,mrdoob/three.js,2022-02-14T16:23:16Z,2022-02-14T16:47:13Z,30997,252
279,1137624289,James-Yu/LaTeX-Workshop,2022-02-14T17:33:08Z,2022-02-19T19:10:28Z,3597,275
280,1144972959,golang/go,2022-02-20T09:58:45Z,2022-02-20T10:13:38Z,49676,1987
281,1145514858,golang/go,2022-02-21T09:08:41Z,2022-03-02T21:50:38Z,49679,1973
282,1149608900,ViaVersion/ViaVersion,2022-02-24T18:28:20Z,2022-06-30T20:06:29Z,973,3
283,1153731840,James-Yu/LaTeX-Workshop,2022-02-28T07:07:58Z,2022-03-01T11:18:57Z,3639,312
284,1156931157,rubygems/rubygems.org,2022-03-02T09:47:25Z,2022-03-03T07:38:14Z,6381,88
285,1159293958,ansible/ansible,2022-03-04T06:25:47Z,2022-08-10T19:27:08Z,42878,112
286,1160410716,reactjs/reactjs.org,2022-03-05T17:55:21Z,2022-03-07T14:51:15Z,3863,63
287,1160417956,reactjs/reactjs.org,2022-03-05T18:30:34Z,2022-03-07T14:51:10Z,3863,63
288,1160500635,MicrosoftDocs/Contribute,2022-03-06T02:41:08Z,2022-03-07T19:47:29Z,253,23
289,1161973878,chalk/chalk,2022-03-07T22:04:48Z,2022-03-08T18:45:27Z,269,4
290,1163541364,composer/packagist,2022-03-09T06:26:34Z,2022-03-10T20:41:00Z,1652,1
291,1165209319,composer/packagist,2022-03-10T13:14:13Z,2022-03-10T20:39:33Z,1652,1
292,1165300669,composer/composer,2022-03-10T14:30:18Z,2022-03-10T14:30:18Z,8134,11
293,1165880637,composer/composer,2022-03-11T00:54:12Z,2022-03-11T08:47:41Z,8134,11
294,1166060886,composer/composer,2022-03-11T06:42:23Z,2022-03-11T06:42:23Z,8134,11
295,1166065051,composer/composer,2022-03-11T06:49:27Z,2022-03-11T08:47:10Z,8134,11
296,1166956712,composer/packagist,2022-03-11T22:52:08Z,2022-03-12T22:56:44Z,1652,1
297,1167187542,composer/packagist,2022-03-12T05:34:35Z,2022-03-12T23:01:42Z,1652,1
298,1170768726,WordPress/WordPress-Coding-Standards,2022-03-16T09:40:05Z,2022-04-09T01:36:49Z,2333,6
299,1173784895,citizenfx/fivem,2022-03-18T16:30:25Z,2022-03-18T17:10:23Z,7153,628
300,1174122161,composer/packagist,2022-03-19T00:18:44Z,2022-03-20T12:05:22Z,1652,1
301,1176509018,cucumber/cucumber-js,2022-03-22T09:31:36Z,2022-04-05T16:19:28Z,855,17
302,1181103738,truecharts/charts,2022-03-25T18:25:27Z,2022-10-29T20:09:58Z,1910,710
303,1183333507,vercel/next.js,2022-03-28T12:01:59Z,2022-03-31T02:22:16Z,5084,371
304,1186681963,citizenfx/fivem,2022-03-30T16:07:46Z,2022-03-30T19:19:16Z,7181,572
305,1190943329,cucumber/cucumber-js,2022-04-03T14:13:44Z,2022-04-05T16:18:30Z,857,18
306,1190959350,helium/HIP,2022-04-03T15:16:55Z,2022-04-06T14:45:38Z,196,19
307,1201901612,James-Yu/LaTeX-Workshop,2022-04-12T14:02:54Z,2022-04-13T02:22:09Z,3781,388
308,1201906086,sveltejs/kit,2022-04-12T14:06:12Z,2022-04-13T13:53:19Z,510,16
309,1204776791,LukeSmithxyz/based.cooking,2022-04-14T17:06:32Z,2022-05-01T21:19:07Z,155,3
310,1208013839,termux/termux-packages,2021-07-26T17:22:34Z,2022-04-19T19:47:51Z,9401,280
311,1210960989,scikit-learn/scikit-learn,2022-04-21T12:24:38Z,2022-04-21T14:17:51Z,22681,4
312,1211570918,pinojs/pino,2022-04-21T21:28:24Z,2022-04-21T21:34:17Z,738,11
313,1212965768,google/blockly,2022-04-22T23:33:43Z,2023-03-08T18:23:22Z,4780,18
314,1213461044,vuetifyjs/vuetify,2022-04-23T21:44:25Z,2022-06-10T20:53:36Z,10855,446
315,1215298581,sherlock-project/sherlock,2022-04-26T02:52:40Z,2022-05-08T17:10:36Z,1045,50
316,1221806426,TryGhost/Ghost,2022-04-30T11:16:11Z,2022-05-30T13:56:07Z,26081,3047
317,1227174892,Python-Markdown/markdown,2022-05-05T21:04:50Z,2022-05-06T13:46:26Z,675,8
318,1239779668,anuraghazra/github-readme-stats,2022-05-18T10:53:07Z,2022-05-18T12:01:28Z,119,1
319,1241570951,anuraghazra/github-readme-stats,2022-05-19T10:33:47Z,2022-07-16T08:49:03Z,119,1
320,1242792738,kubernetes/website,2022-05-20T08:14:16Z,2022-05-23T12:28:31Z,17937,1552
321,1247545715,sass/node-sass,2022-05-25T06:14:40Z,2022-05-25T06:14:40Z,1661,10
322,1248033266,encode/uvicorn,2022-05-25T12:36:51Z,2022-10-19T06:47:26Z,454,
323,1251713538,composer/composer,2022-05-28T20:00:41Z,2023-10-25T15:07:55Z,8136,4
324,1252756496,libsdl-org/SDL,2022-05-30T13:37:36Z,2022-05-30T14:25:12Z,9061,856
325,1268409097,fw876/helloworld,2022-06-12T00:55:48Z,2022-06-12T08:08:47Z,146,43
326,1269479010,citizenfx/fivem,2022-06-13T13:56:37Z,2022-06-13T13:56:37Z,7406,534
328,1278268505,composer/composer,2022-06-21T10:54:11Z,2023-05-26T14:29:33Z,8136,3
329,1279826564,microsoft/vscode,2022-06-22T09:10:46Z,2022-12-06T13:56:42Z,72175,990
330,1282455505,nestjs/nest-cli,2022-06-23T14:00:19Z,2022-06-24T07:26:55Z,793,129
331,1283290082,nullworks/cathook,2022-06-24T05:45:44Z,2022-06-24T06:12:26Z,0,
332,1285334524,AdguardTeam/AdguardFilters,2022-06-27T06:53:36Z,2022-06-28T13:43:06Z,108610,11960
333,1291899006,php/php-src,2022-07-01T23:10:08Z,2022-12-12T19:00:56Z,89054,700
334,1294541749,exercism/python,2022-07-05T16:54:37Z,2022-07-27T16:11:48Z,3037,544
335,1299391458,composer/composer,2022-07-08T19:48:26Z,2022-07-13T17:45:18Z,8137,3
336,1300661048,maxcountryman/flask-login,2022-07-11T12:45:15Z,2022-07-25T15:16:43Z,290,1
337,1301011966,elebumm/RedditVideoMakerBot,2022-07-11T17:31:35Z,2022-07-12T00:46:20Z,341,341
339,1302976360,MicrosoftDocs/memdocs,2022-07-13T06:41:17Z,2022-07-13T06:45:08Z,24641,2448
340,1303268876,neovim/neovim,2022-07-13T10:59:23Z,2022-08-24T13:15:21Z,15028,891
341,1307091650,microsoft/TypeScript,2022-07-17T13:02:09Z,2022-07-18T19:28:31Z,23772,92
342,1308973136,LibreELEC/LibreELEC.tv,2022-07-19T04:45:26Z,2022-08-31T19:56:51Z,31949,994
343,1314537659,mozilla/pdf.js,2022-07-22T07:36:40Z,2022-07-23T12:31:46Z,12395,389
344,1317881905,arduino/Arduino,2022-07-26T08:25:44Z,2023-08-08T01:46:08Z,5777,
345,1321670019,johnsoncodehk/volar,2022-07-29T02:02:36Z,2022-08-01T06:00:55Z,2594,666
346,1329147554,composer/composer,2022-08-04T20:33:48Z,2023-10-25T14:24:10Z,8137,3
347,1331118596,expo/expo,2022-08-07T20:44:42Z,2022-08-19T15:49:18Z,8389,275
348,1335276663,citizenfx/fivem,2022-08-10T22:42:38Z,2022-08-10T23:17:52Z,7554,458
349,1335371535,truecharts/charts,2022-08-11T01:38:17Z,2022-08-11T06:10:18Z,2556,843
350,1336452733,osmandapp/OsmAnd,2022-08-11T20:21:14Z,2022-12-27T13:01:26Z,57336,1418
351,1336666723,Cog-Creators/Red-DiscordBot,2022-08-12T01:57:57Z,2022-08-15T12:00:26Z,1101,2
352,1345038447,space-wizards/space-station-14,2022-08-20T03:04:37Z,2022-08-20T13:04:06Z,4490,1098
353,1345626221,doctrine/dbal,2022-08-21T23:29:55Z,2022-09-24T17:13:30Z,3363,47
355,1352488799,fabricjs/fabric.js,2022-08-26T16:36:42Z,2022-08-28T07:19:01Z,3784,
356,1353459869,composer/composer,2022-08-28T20:24:22Z,2022-08-30T04:47:33Z,8137,3
357,1361207935,Pradumnasaraf/open-source-with-pradumna,2022-09-04T17:28:18Z,2022-10-02T13:57:16Z,26,26
358,1367665070,doctrine/orm,2022-09-09T11:02:55Z,2023-01-26T07:53:57Z,5984,58
359,1369100843,netbox-community/netbox,2022-09-11T23:44:26Z,2022-10-27T17:33:54Z,8918,738
360,1388421768,CastagnaIT/plugin.video.netflix,2022-09-27T21:49:20Z,2022-09-28T07:40:26Z,1634,16
361,1391469768,truecharts/charts,2022-09-29T20:37:43Z,2022-12-16T21:02:36Z,2796,846
362,1393703235,CastagnaIT/plugin.video.netflix,2022-10-02T09:38:58Z,2022-10-02T10:48:38Z,1635,17
363,1396213107,anuraghazra/github-readme-stats,2022-10-04T12:42:18Z,2022-10-05T18:38:35Z,123,4
364,1396696603,CastagnaIT/plugin.video.netflix,2022-10-04T18:42:35Z,2022-10-05T07:56:52Z,1638,20
365,1400909737,freeCodeCamp/freeCodeCamp,2022-10-07T09:47:10Z,2022-10-07T15:46:14Z,21610,295
366,1402211429,Pryaxis/TShock,2022-10-09T09:19:11Z,2022-10-09T09:19:11Z,3472,63
367,1402253291,Pryaxis/TShock,2022-10-09T12:03:12Z,2022-10-09T12:03:12Z,3472,63
368,1406636959,freeCodeCamp/freeCodeCamp,2022-10-12T18:34:57Z,2022-10-13T05:32:03Z,21622,292
369,1410698334,microsoft/vscode,2022-10-17T00:44:22Z,2022-10-20T07:17:18Z,72370,308
370,1412007705,openscad/openscad,2022-10-17T18:13:57Z,2022-10-18T13:16:54Z,8786,89
371,1414333398,PrismLauncher/Translations,2022-10-19T05:49:11Z,2022-10-19T06:26:09Z,209,176
374,1418577350,doctrine/dbal,2022-10-21T16:21:12Z,2022-11-07T10:41:31Z,3388,58
375,1418948680,Warzone2100/warzone2100,2022-10-21T23:10:25Z,2022-10-22T21:39:11Z,12262,479
377,1428767280,Monika-After-Story/MonikaModDev,2022-10-30T12:30:18Z,2022-11-03T02:06:15Z,6252,403
378,1442544013,flutter/flutter,2022-11-09T18:16:27Z,2022-11-09T20:28:22Z,35334,3288
379,1444401730,sumneko/lua-language-server,2022-11-10T18:49:38Z,2022-11-13T01:35:12Z,6510,750
380,1449702890,truecharts/charts,2022-11-15T12:26:16Z,2022-11-24T17:17:43Z,3033,854
381,1458781974,rust-lang/rust,2022-11-22T00:12:17Z,2022-11-22T01:44:00Z,170492,12021
382,1461489700,laravel/framework,2022-11-23T10:36:33Z,2022-11-23T11:34:07Z,27725,220
383,1464916364,AdguardTeam/AdguardFilters,2022-11-25T20:41:20Z,2022-11-28T16:04:11Z,119703,13334
384,1465034831,Warzone2100/warzone2100,2022-11-26T03:40:53Z,2022-11-30T20:58:23Z,12404,529
385,1473837925,mate-desktop/caja,2022-12-03T08:06:27Z,2022-12-13T00:47:19Z,930,19
386,1476730615,fastify/fastify,2022-12-05T14:45:28Z,2022-12-05T14:46:32Z,1862,8
387,1498285225,JuliaPlots/Plots.jl,2022-12-15T11:46:58Z,2022-12-15T12:33:21Z,3915,42
388,1500084349,zammad/zammad,2022-12-16T11:53:58Z,2022-12-22T13:03:38Z,12175,900
389,1524714133,EasyNetQ/EasyNetQ,2023-01-08T22:47:07Z,2023-01-10T21:22:40Z,1545,38
390,1530248637,rubygems/rubygems,2023-01-12T07:40:35Z,2023-02-02T07:26:42Z,19583,184
391,1616936787,ohmyzsh/ohmyzsh,2023-03-09T10:46:27Z,2023-03-12T14:43:03Z,5322,29
392,1636711509,tinymce/tinymce,2023-03-23T01:33:31Z,2023-03-23T23:54:37Z,18595,11
393,1656348603,doctrine/orm,2023-04-05T21:58:38Z,2023-04-05T22:11:42Z,6051,58
394,1656534314,mitmproxy/mitmproxy,2023-04-06T01:34:13Z,2023-07-15T17:08:40Z,8983,88
395,1659625133,doctrine/DoctrineFixturesBundle,2023-04-08T19:40:42Z,2023-04-11T07:28:54Z,146,3
396,1665591134,doctrine/orm,2023-04-13T02:47:52Z,2023-04-13T07:21:42Z,6052,58
397,1687989535,php/php-src,2023-04-28T06:40:01Z,2023-05-06T22:28:14Z,90457,819
398,1843328693,doctrine/orm,2023-08-09T14:07:34Z,2023-08-10T09:47:53Z,6077,34
399,1863541325,doctrine/migrations,2023-08-23T15:15:13Z,2023-08-23T20:14:36Z,948,1
400,1897778633,FreeRADIUS/freeradius-server,2023-09-15T06:17:07Z,2023-09-15T12:09:41Z,15205,111
401,1906791437,mozilla/pdf.js,2023-09-21T11:50:35Z,2023-09-21T11:53:55Z,13375,463
402,1943190932,php/php-src,2023-10-14T11:06:24Z,2023-10-16T21:29:03Z,91211,776
403,1958701035,composer/packagist,2023-10-24T07:49:48Z,2023-10-26T12:04:55Z,1652,
404,1959812102,factor/factor,2023-10-24T18:13:21Z,2023-10-24T18:26:25Z,23637,640
372,2040759060,revanced/revanced-patches,,,0,
376,2044991706,revanced/revanced-patches,,,0,
373,2044991710,revanced/revanced-patches,,,0,
354,2044991734,revanced/revanced-patches,,,0,
338,2044991737,revanced/revanced-patches,,,0,
327,2044991743,revanced/revanced-patches,,,0,
